thread_id	domain	type	source	request
228361287	movie	jdoc-annotated	imdb	Solved: Made-For-TV movie that I believe starts with a woman walking-.... up a sidewalk leading to the front of a house and ringing the doorbell in which a man answers and says to her...""Where have you been?! You've been gone for two (not sure of the exact number) years!!"" This would've been either in the 80s or 90s and could've been on ABC, CBS (the one I'm thinking), NBC with a possible but doubtful FOX. Definitely not LIfeTime, at least not on its original broadcast. There's a somewhat of a strong possibility that the actress was one of the former Charlie Angel's actresses, bnsat.""Italy invented the pizza, took it to New York...but Chicago perfected it."".
227051020	movie	jdoc-annotated	imdb	Need to Know - Foreign Film (Solved). I'm looking for the name of a foreign comedy about a group of musicians who stage illegal stunts to play/record their music. One scene has them in a hospital surgery using the surgeons tools and defibrillator to knock out a tune. Possibly made in 2013 or 2012.
230508295	movie	jdoc-annotated	imdb	help with movie title. saw part of this movie on one of the movie channels about 6 months ago. showtime or starz or encore. it looked like a pretty recent movie. i would guess it was made some time after 2000.probably newer than that. it was about a group of guy friends. 4 or 5 of them i think.either there was aliens after them or they thought aliens were after them.one of them or all of them were abducted by aliens before or thought they had been.they were in a cabin in the woods and they had a person or an alien tied up in the cabin.at some point a girl showed up.i think she was one of the guys girlfriends thats really all i saw of it. i happened to turn the tv on one day when i was home on my lunch break so i only got to see about 30 minutes of it but it seemed interesting and i just forgot what it was called. i knew i should have wrote it down.i don't know who was in the movie. there wasn't anyone i recognized
226294566	movie	jdoc-annotated	imdb	In the movie, the beautiful woman was schizophrenic ! (solved). I watched the movie in late eighties or early nineties. A couple lived happily until the husband began to note the strange behavior of his very beautiful wife. In the doctor's clinic, the husband determined that he will support his wife in her illness! As her illness progresses, she stabbed her husband during his sleep in his right chest with a Perforator(awl or Bradawl). He decided to leave his wife to her illness as he never figured she will be a life threat to him. The woman is now so weird and comes up with the most bizarre actions. She walks down the middle of the street and may plug her ears to block off the loud cars horns or she may get down to her knees and creep...! She comes back to where she lives, with her blouse front soaking with blood to pull out a big piece of meat from under her underwear and put it in the fridge. She keeps kitchen knifes with their holder in the fridge too. In a seen from the movie, she was laying on a huge smelly mess in her room. That is all I remember...could anyone please tell what is the name of the movie ? Thank you.
227425773	movie	jdoc-annotated	imdb	Help with title to film. I remember watching a movie when I was a kid, can't remember too many details but will provide with as much as possible. The movie is either 70s, 80s, or early 90s; I wanna say low budget. But in the film a guy would put on a hero costume(nothing spectacular), mask, and cape. And I remember they would show him at a front angle flying like at night or either in space and the stars were visible. And he would do slow spins to left and right which was super cheesy. His cape was blue I think, kinda glitter-ish looking. Ideas?? Thanks.
228279005	movie	jdoc-annotated	imdb	Crime/mistery movie [SOLVED]. Hi guys, I am looking for a '90 or early 2000 movie about a couple living in a house near a lake haunted by the ghost of the man's former wife or girl dead and drowned into the lake...thank you in advance.
228913812	movie	jdoc-annotated	imdb	Does anyone know the title of this film?. As far as I can remember the film was about a mother who protected her daughter in a crazy way by setting things on fire at the place her daughter was while her daughter was on a date to get her away from her date. It was set in the 60's or 70's.
226590891	movie	jdoc-annotated	imdb	Female Ancient Roman character named 'Hernia' (SOLVED). Does anyone know what film/TV comedy featured an ancient Roman character (female) called ""Hernia""? I thought it was A Funny Thing Happened on the Way to the Forum, but no such character appears on the cast list. Or am I just remembering this from an old MAD magazine movie parody? I'm not crying, you fool, I'm laughing! Hewwo.
229902848	movie	jdoc-annotated	imdb	Drama/Thriller Prison Movie. Need title. [SOLVED]. Out of the blue I just remembered details from a movie/tv series and I cannot remember the title for the life of me: Main character has been admitted to prison. Meets cellmate? a religious Hispanic man who has a full Christian motif tattooed on his back. Tells lead character that he has to join a gang to be safe. This results in the main character hatching a plan to possibly escape by pretending to give a gang leader oral sex but instead bites his penis and escapes as religious friend protects him (and possibly sacrifices his life) for him to escape. That's all I remember, this one scene. From what I can recall it was a pretty bloodthirsty show(there was another scene where a prisoner gets his hand cut off in revenge?). If anyone recognises this scene and can tell me the title, that would be a huge help.
225874889	movie	jdoc-annotated	imdb	Can't remember name of movie.... Hi, I'm looking for a movie but I know very little about it. Actually all I know is, at some point there is a scene that a woman and a man (they are lovers or married idk which) using headset (I mean with a phone) all day long. So they know everything about in their lives. They are... like talking all day via phone because of headsets. They hear everyword of other one's talk. Thanks for helping and sorry for so little information
229593064	movie	jdoc-annotated	imdb	Title 1950's family film - widower raises family in early 20th cntury US. A family in early 20th century America suffers the loss of their mother in a train wreck. The father brings up the several children on his own. The stories of the family as the children reach adulthood are interwoven. The last scene shows the father, now elderly, carrying an American flag in his town's Independence Day Parade in the 1950's. Please - what is the title of this film?
228343551	movie	jdoc-annotated	imdb	Searching movie - SOLVED. Hi, the movie I'm looking for, goes like this: A girl abandons her baby in front of a house, and then she becomes a prostitute. Many years later she meets a younger prostitute and they become a lesbian couple. One day both of them pass in front of the house the older prostitute left her baby, and the younger prostitute tells her that, this is the house they abandon her as a baby. And, then, I think the older pr. cries, and she tells the other girl ""I'm your mom"" or something like that. Unfortunately, I do not remember anything else from the movie, actors, year etc. If anyone has any idea about the title of the movie, I would be grateful.
225809184	movie	jdoc-annotated	imdb	Movie about guys living in an abounded house. Trying to remember the name of a crappy comedy movie about a bunch of guys who live in an abandoned house. It was from the 80s. ""That's the karma again, I didn't help Kenny so she beat me up with a telephone""
229886540	movie	jdoc-annotated	imdb	Murder mystery. Parents of husband wakes up to blood stains highlighted. We are trying to find a TV movie maybe 2 parter in which the husband kills his wife. His parents don't believe he did it. They spend the night in the couple's bedroom after the police have checked it out. The police have used luminol to check for blood stains in the room. They freak out after the lights are turned off and now they believe. Maybe 10 years ago or more.
226264434	movie	jdoc-annotated	imdb	Spaghetti---Solved!. This popped into my head while I was eating my spaghetti supper. A guy and a girl sitting at a table. He watches her while she slurps up a long noodle and gives him a thumbs up. That's all I have to go on. Thanks. And you sittin' there waitin' for him, just like a spider.
229528969	movie	jdoc-annotated	imdb	Pics of two war movies I now know the titles of - Solved. Hi, those darn quizzes are so hard. I can't identify this http://i.imgur.com/Kxwpb38.png - Solved, flashback scene from Rambo and that http://i.imgur.com/nB3VoKO.png - Solved, ""The War at Home"" movie. Can you help me? Cheers!
230454495	movie	jdoc-annotated	imdb	Name of a Bank heist movie. Made between 2002 and 2008. It has a very ""real life"" feel to it. Shot in documentary style maybe, not a big budget film. A few (3? 4? 5?) people go to rob a bank, they get found out i think, and the police show up, and the robbers have machine guns and open fire while trying to make an escape. That's all i can remember unfortunately. Thanks.
227580862	movie	jdoc-annotated	imdb	SOLVED - Movie - US Navy set in China - circ 1910 Gunboats. This movie is set around 1910 when he US Navy's armoured Gunboats patrolled the Yangtzee River? The Chinese are allowed to board the Naval Vessel when it docks and they all have work roles to ""Earn their Rice Bowl"" - in one scene a New Navy Swabbie is criticised by the old hands on the crew because he goes to shave himself and is admonished because ""That is his rice bowl"" let him shave you - (Cut Throat Razor) One of the Chinese men watch a crew member operate the steam engine which is taken to be a difficult task - the US Navy men think the Chinese are too stupid to learn - but in a scene the Guy does it first time and speaks in pigeon English referring to a ""Steam Valve"" as a ""Stem vave"" A fondness develops with a particular Chinaman - in a brutal scene he is Captured by Chinaman on the shoreline and tied to a post ready for torture - to save him from that fait the US Navy Crewman SHOOTS him with a rifle from the Gunboat Should be enough info for someone to hit that MOVIE TITLE - I saw this movie about 30 years ago Thanks in advance Iain from Australia
229168474	movie	jdoc-annotated	imdb	Movie name? 80's fantasy..... All I know is it has a young boy in it, around 12/13 and a man who I think is some kind of swordsman and they go on an adventure together. I think the older guy was a fairly well known actor, in my minds eye he looks somewhat like Marshall Bell but looking through his resume I don't think it's him: http://www.imdb.com/name/nm0068382/ Any ideas people?
229975920	movie	jdoc-annotated	imdb	Looking for the title of a movie (SOLVED). I seen a movie a long time ago (late 90's) and can't remember the title to it. It was about a single mother and her child and aliens. It took place in Arizona or somewhere with like surroundings (desert-ish). The alien's ship looked like a huge rock that had an eerie green glow to it at night. The aliens were replacing the humans of the near by town one at a time. The mother was one of these humans to be replaced but despite her being an alien she protected her child and would not let him get turned. I have forgotten the name of the actress, and that's all I can remember any help would be mush appreciated. Thanks in advance.
227650233	movie	jdoc-annotated	imdb	SOLVED Scientist becoming a dinosaur?. I saw this movie in class about 10 years ago about these paleontologists and one was turning into a dinosaur. It was really cheesy and possibly educational but I don't remember for sure. Any help? Drakkar Noir - It means Black Dragonship youtube.com/oneawesomekelsey
226109351	movie	jdoc-annotated	imdb	Movie about artist...and a dog. [[[SOLVED]]]. Wanting to find a movie I never got to finish back in the 80's. Remembering a scene where a young boy wants to paint, but is very poor so he tries to make his own paints from I think flowers or things around the farm and a brush from some type of branch or stem which he smashes the end of. The paintings come out horrible and after an elderly man, I think his father, sees the boys frustration goes out to sell as much things he can of value so he can buy the boy some proper art materials. The boy is elated and paints the most beautiful pictures for a boy his age. He looked to be no more than 10 year old. It could have been a biography, not sure. Similar posters: imdb.to/xuI9oB imdb.to/zPD9vl imdb.to/zxD3m9
228719083	movie	jdoc-annotated	imdb	Early to mid 80s Cold War film w/photo of naked twinks 'golden boys'.... being shown to the lead? Lol, I don't think you could see any private-parts and I think it was a polaroid, . Not a James Bond movie. The recent and ongoing Bryan Singer scandal and the fact that I love Cold War/Espionage novels and films made me remember this. I believe this scene was in Europe possibly somewhere like Amsterdam, bnsat. Not sure if it was in a hotel, house, or an office. I'm also guessing it was adapted from a Tom Clancy, Alistair McLean, John le Carré, Jack Higgins, Frederick Forsyth, Ross Thomas or Robert Ludlum story. Finally, I'm also positive that the person showing the photo to the star actually used the term ""golden boys"" in describing them to him.""Italy invented the pizza, took it to New York...but Chicago perfected it."".
226054962	movie	jdoc-annotated	imdb	'Treasure island' possible title for nickelodeon movie in 90's. I can vaguely remember a movie from my childhood where a boy befriended a mermaid who temporarily has legs and they go on an adventure searching for pirates treasure. There may have been a scene where they set off a booby trap and the walls begin closing in and the boy has to drag the mermaid out because her legs turn back into fins. I also think the boy could have possibly been from 'our world' and ended up in a land of pirates and mermaids and buried treasure. Any help would be greatly appreciated! ""IMDb: Idiotic Morons Discussing bulls#!t""
229102587	movie	jdoc-annotated	imdb	1980's Film about Softward becoming Sentient. I remember a film that was shown on PBS back in the early to mid 1980s about a programmer that writes some software based on basic rules of life and existence. The software adapts beyond his control and ends up becoming self aware. It kills the programmer to preserve itself by updating his prescription to something lethal. I think the film was made in Canada. Any ideas?
226316862	movie	jdoc-annotated	imdb	Name of Movie (SOLVED). Hi All Can anyone help with the name of this movie? Its an 80's movie, similar to the Goonies if memory serves, and theres a bit in it where the kids think they see a monster in a lake but what its actually a crane that rises up with dirt and leave and stuff on it. I know its vague, sorry, but any help would be appreciated. Thanks
228387450	movie	jdoc-annotated	imdb	Solved! - Film with multiple endings. Just out of curiosity, what was the name of the film that was released in the U.S. with three different endings? Also, what were the endings? I did see one of them but I can't even remember what that one was.
226159616	movie	jdoc-annotated	imdb	Movie about Nazi Germany - solved. Hi all, I remember seeing a movie, or it might have been a series or mini-series. In one particular scene a pretty young Jewess is raped by some soldiers. This makes her withdraw into herself and go into in essence a vegetive state. Later, because of her 'mental illness' she is killed in an early consentration camp style chamber. For the life of me, this was about the only part of the movie that stuck to me. I was emotionally moved by those scenes. Any help? It's not Bonhoffer is it?
225948189	movie	jdoc-annotated	imdb	Can't think of the title. So I just was thinking about this movie that I saw a few years ago. I think it had to do with mental illness and may have taken place in a mental institution. All I can remember is this one part of the movie where two or three of the characters go to maybe a fair or carnival of some sort. I want to say that they got permission to take a day trip or something. I think they drove themselves there too, and I want to say it was in a VW bug, but I could be wrong. One of the characters (I think he thought he was a superhero maybe?) ends up jumping off of something from a great height and dies or gets badly injured. Unfortunately that's pretty much all I can remember from the movie. I wish I knew an actor or something, but I don't. I just watched the movie Manic, and it made me think about this movie that I'm trying to find the name to. Thanks in advance!
229563672	movie	jdoc-annotated	imdb	can anyone name this film. Being driven crazy trying to remember a film I saw a few years back.It was an American comedy which I would guess to have been made in the nineties.All I can remember is a young man trying to get a girl but nothing goes right for him.One scene I recall is when he is trying to disguise himself and does so by making facial hair from used waxing strips from a beauty salon he is hiding outside of.He is helped throughout the film by a pilot with a false leg who is always claiming to be of many different nationalities( perhaps with a name something like digger- could be totally wrong on that).The only other part I can recall is where they tow a banner behind the plane with a message for the girl he is after,but part of it gets torn off totally changing its meaning for the worse.I think at the end they get together on top of a tall building.Afraid I cant remember any of the stars,just hope someone can help. Thanks in advance
229198425	movie	jdoc-annotated	imdb	Looking for an older SciFi movie.. The movie I am looking for is set in the future but has a older feel. I remember the main bit of the movie was about a sentient being I think it was a kind of human clones which are all the same. In either case the military was using these to sweep minefields by just having them walk through and try to blow themselves up, after which the ones that lived were rewarded with candy. One of these things which were thought to have no emotion or idea of self preservation survives a minefield sweep by pushing another into a mine so that it survived and got candy instead of dying which raises moral questions of these beings place in society.
226220772	movie	jdoc-annotated	imdb	SOLVED: 70's/early 80's film with a public sword cutting/slicing?. i believe it's the very last scene in the movie. i don't remember the specific year i saw this, but it would have been earlier than 1985 for sure. the only scene i remember was someone being executed for something, in a public square type space. the character was tied to a post, and the executioner had a long, curved sword which they drew over the victim's chest, cutting and letting blood come out. this was done repeatedly until the victim was completely bloody but still alive. a literal ""death by 1000 cuts"" if you will. there was another character--perhaps the main character in the film?--off in the distance, and this person was setting up rifle. they then shot the execution victim, killing him. i remember my dad telling me that the shooter was friends with the victim, and shot him because he didn't want to suffer any longer. any idea what film this could be? i believe it was in color, but i could be mistaken. thanks!
226742042	movie	jdoc-annotated	imdb	name of 80's comedy movie -solved. Hi, trying to remember name of a 1980's comedy movie about a guy who gets a job as a delivery guy, for a mob family, he has to deliver a komodo gragon delivering to a club that eats only exotic animals... thanks ""Rameses niblick the 3rd kerplunk kerplunk oops where's my thribble""
230142761	movie	jdoc-annotated	imdb	Horror movie set on a train (SOLVED). I have a vague memory of a slasher type horror set entirely on a train. Don't remember anything at all other than that...
